ox_mass,fuel_mass,cstar,mass_factor,cg_factor,slosh_lateral_damping,slosh_axial_damping,throttle_rate_limit,throttle_latency,tvc_actuator_rate_limit,tvc_actuator_latency,engine_off_axis_y,engine_off_axis_z,uwind,vwind,RunID,Seed,Results
16.2258922200068,12.797960294589,0.867492201442578,1.01226793229461,0.991004750798251,0.0560430004954622,0.3,90,0.01,15.7944256579961,0.01,-0.00296300472457107,-0.00176347327330371,-1.2319479370821,-1.14526938128575,1,43,
15.8582689754459,12.3736526427694,0.857461611894117,1.01857713294673,0.99825912962032,0.0543154276648396,0.3,90,0.01,14.068451567596,0.01,0.00637248349765814,0.00725647543389407,3.4758839081446,3.85284370640293,2,44,
15.9399396444674,12.6438308694881,0.832750987965628,1.0050505499017,1.00730703374905,0.0393945887820758,0.3,90,0.01,14.5067197325251,0.01,-0.00227782582495992,0.00530672096274234,4.95197409601475,-0.399231137323882,3,45,
15.5410757881398,13.8287710995242,0.845115972140939,0.991530340672495,0.995352916484054,0.0514264934459051,0.3,90,0.01,14.0000335760125,0.01,0.00997405151491233,-0.00631389630579671,4.74263587204404,-3.35529753490637,4,46,
15.5056719185379,12.8878476152243,0.8661147119794,0.994894015937585,0.992298685804076,0.0553439382203844,0.3,90,0.01,14.2498679737533,0.01,-0.008200088190946,-0.00312472360277612,-1.40301520944382,-3.27690221157278,5,47,
16.8369596420017,13.9089564573942,0.866730570195292,1.00875681180415,1.00117323809479,0.0271424304325301,0.3,90,0.01,15.1819732814186,0.01,-0.00975120769994364,0.00378381290059815,0.809227328906275,1.39066643817204,6,48,
15.4689907951258,12.9081870874779,0.864466993382697,0.996173792715851,0.996022820017553,0.0322246799441731,0.3,90,0.01,14.8732053866532,0.01,0.0046044405974657,-0.00699376430915168,0.662734795498706,2.63975753516776,7,49,
16.7979668930727,13.9797194330314,0.835098285645796,0.999536213632844,1.00963338427585,0.029721932344975,0.3,90,0.01,15.127233594909,0.01,0.00867145511348713,0.0030778681476375,2.68383775610414,3.37229581073051,8,50,
15.4244371508127,12.7058966641517,0.848636977751415,0.984479796267102,0.999044647128989,0.0449893195813843,0.3,90,0.01,15.1041548485106,0.01,-0.00922180811159803,0.00108854399223665,-4.02095969192346,-0.526352670644009,9,51,
16.0925473478836,13.0041968249419,0.845480139505623,0.999811188781717,0.990375816507472,0.0587503008997106,0.3,90,0.01,14.321377740407,0.01,0.00401694478759024,-0.00390819214436855,3.06900592604185,2.90050468981665,10,52,
15.9991644329289,12.7205538151714,0.843869159291045,1.01732226697546,1.00489551845206,0.022184775319787,0.3,90,0.01,15.6703535677562,0.01,-0.00133120499276962,0.00320423950742038,-2.53607278152039,-3.13133990455629,11,53,
